Species,Site,Variable,Value
ALNRUB,PSPST,559nm,23.182682
ALNRUB,PSPST,560nm,23.048851
ALNRUB,PSPST,561nm,22.915455
ALNRUB,PSPST,562nm,22.782217
ALNRUB,PSPST,563nm,22.619577
ALNRUB,PSPST,564nm,22.459604
ALNRUB,PSPST,565nm,22.315596
ALNRUB,PSPST,566nm,22.163681
ALNRUB,PSPST,567nm,22.001287
ALNRUB,PSPST,568nm,21.842203
ALNRUB,PSPST,569nm,21.684772
ALNRUB,PSPST,570nm,21.510696
ALNRUB,PSPST,571nm,21.341925
ALNRUB,PSPST,572nm,21.214262
ALNRUB,PSPST,573nm,21.090351
ALNRUB,PSPST,574nm,20.972351
ALNRUB,PSPST,575nm,20.883764
ALNRUB,PSPST,576nm,20.812275
ALNRUB,PSPST,577nm,20.745525
ALNRUB,PSPST,578nm,20.67775
ALNRUB,PSPST,579nm,20.598267
ALNRUB,PSPST,580nm,20.514622
ALNRUB,PSPST,581nm,20.424042
ALNRUB,PSPST,582nm,20.307371
ALNRUB,PSPST,583nm,20.175125
ALNRUB,PSPST,584nm,20.019661
ALNRUB,PSPST,585nm,19.856089
ALNRUB,PSPST,586nm,19.660696
ALNRUB,PSPST,587nm,19.479895
ALNRUB,PSPST,588nm,19.321888
ALNRUB,PSPST,589nm,19.15675
ALNRUB,PSPST,590nm,18.987745
ALNRUB,PSPST,591nm,18.869965
ALNRUB,PSPST,592nm,18.773096
ALNRUB,PSPST,593nm,18.752752
ALNRUB,PSPST,594nm,18.752552
ALNRUB,PSPST,595nm,18.778551
ALNRUB,PSPST,596nm,18.816557
ALNRUB,PSPST,597nm,18.859697
ALNRUB,PSPST,598nm,18.877522
ALNRUB,PSPST,599nm,18.89727
ALNRUB,PSPST,600nm,18.925871
ALNRUB,PSPST,601nm,18.936699
ALNRUB,PSPST,602nm,18.93037
ALNRUB,PSPST,603nm,18.893667
ALNRUB,PSPST,604nm,18.848677
ALNRUB,PSPST,605nm,18.806543
ALNRUB,PSPST,606nm,18.756062
ALNRUB,PSPST,607nm,18.68895
ALNRUB,PSPST,608nm,18.594803
ALNRUB,PSPST,609nm,18.483599
ALNRUB,PSPST,610nm,18.345543
ALNRUB,PSPST,611nm,18.205872
ALNRUB,PSPST,612nm,18.073471
ALNRUB,PSPST,613nm,17.958511
ALNRUB,PSPST,614nm,17.86389
ALNRUB,PSPST,615nm,17.76165
ALNRUB,PSPST,616nm,17.65801
ALNRUB,PSPST,617nm,17.584593
ALNRUB,PSPST,618nm,17.496519
ALNRUB,PSPST,619nm,17.378368
ALNRUB,PSPST,620nm,17.285366
ALNRUB,PSPST,621nm,17.207764
ALNRUB,PSPST,622nm,17.122456
ALNRUB,PSPST,623nm,17.031704
ALNRUB,PSPST,624nm,16.923304
ALNRUB,PSPST,625nm,16.821451
ALNRUB,PSPST,626nm,16.725893
ALNRUB,PSPST,627nm,16.64152
ALNRUB,PSPST,628nm,16.563637
ALNRUB,PSPST,629nm,16.516165
ALNRUB,PSPST,630nm,16.482168
ALNRUB,PSPST,631nm,16.466965
ALNRUB,PSPST,632nm,16.45628
ALNRUB,PSPST,633nm,16.447119
ALNRUB,PSPST,634nm,16.43219
ALNRUB,PSPST,635nm,16.409
ALNRUB,PSPST,636nm,16.370024
ALNRUB,PSPST,637nm,16.310133
ALNRUB,PSPST,638nm,16.239296
ALNRUB,PSPST,639nm,16.14377
ALNRUB,PSPST,640nm,16.029375
ALNRUB,PSPST,641nm,15.870153
ALNRUB,PSPST,642nm,15.718623
ALNRUB,PSPST,643nm,15.572072
ALNRUB,PSPST,644nm,15.401584
ALNRUB,PSPST,645nm,15.228179
ALNRUB,PSPST,646nm,15.051602
ALNRUB,PSPST,647nm,14.890193
ALNRUB,PSPST,648nm,14.739923
ALNRUB,PSPST,649nm,14.577217
ALNRUB,PSPST,650nm,14.414918
ALNRUB,PSPST,651nm,14.258292
ALNRUB,PSPST,652nm,14.133029
ALNRUB,PSPST,653nm,14.031919
ALNRUB,PSPST,654nm,13.959925
ALNRUB,PSPST,655nm,13.900331
ALNRUB,PSPST,656nm,13.870466
ALNRUB,PSPST,657nm,13.824218
ALNRUB,PSPST,658nm,13.765743
ALNRUB,PSPST,659nm,13.748789
ALNRUB,PSPST,660nm,13.734699
ALNRUB,PSPST,661nm,13.717391
ALNRUB,PSPST,662nm,13.715156
ALNRUB,PSPST,663nm,13.722977
ALNRUB,PSPST,664nm,13.67785
ALNRUB,PSPST,665nm,13.622417
ALNRUB,PSPST,666nm,13.549544
ALNRUB,PSPST,667nm,13.472064
ALNRUB,PSPST,668nm,13.392065
ALNRUB,PSPST,669nm,13.327089
ALNRUB,PSPST,670nm,13.259027
ALNRUB,PSPST,671nm,13.18537
ALNRUB,PSPST,672nm,13.14115
ALNRUB,PSPST,673nm,13.108323
ALNRUB,PSPST,674nm,13.070072
ALNRUB,PSPST,675nm,13.033981
ALNRUB,PSPST,676nm,13.000689
ALNRUB,PSPST,677nm,12.965914
ALNRUB,PSPST,678nm,12.933914
ALNRUB,PSPST,679nm,12.917561
ALNRUB,PSPST,680nm,12.872407
ALNRUB,PSPST,681nm,12.802365
ALNRUB,PSPST,682nm,12.744402
ALNRUB,PSPST,683nm,12.692313
ALNRUB,PSPST,684nm,12.652082
ALNRUB,PSPST,685nm,12.676538
ALNRUB,PSPST,686nm,12.739183
ALNRUB,PSPST,687nm,12.92252
ALNRUB,PSPST,688nm,13.131065
ALNRUB,PSPST,689nm,13.374879
ALNRUB,PSPST,690nm,13.749139
ALNRUB,PSPST,691nm,14.183318
ALNRUB,PSPST,692nm,14.73739
ALNRUB,PSPST,693nm,15.373385
ALNRUB,PSPST,694nm,16.070417
ALNRUB,PSPST,695nm,16.816996
ALNRUB,PSPST,696nm,17.576187
ALNRUB,PSPST,697nm,18.354797
ALNRUB,PSPST,698nm,19.196119
ALNRUB,PSPST,699nm,20.068344
ALNRUB,PSPST,700nm,20.998604
ALNRUB,PSPST,701nm,21.942619
ALNRUB,PSPST,702nm,22.897999
ALNRUB,PSPST,703nm,23.889061
ALNRUB,PSPST,704nm,24.899654
ALNRUB,PSPST,705nm,25.942379
ALNRUB,PSPST,706nm,26.971275
ALNRUB,PSPST,707nm,27.990973
ALNRUB,PSPST,708nm,28.987103
ALNRUB,PSPST,709nm,29.899456
ALNRUB,PSPST,710nm,30.751936
ALNRUB,PSPST,711nm,31.293232
ALNRUB,PSPST,712nm,31.764515
ALNRUB,PSPST,713nm,32.137962
ALNRUB,PSPST,714nm,32.396339
ALNRUB,PSPST,715nm,32.65456
ALNRUB,PSPST,716nm,32.978695
ALNRUB,PSPST,717nm,33.358444
ALNRUB,PSPST,718nm,33.762466
ALNRUB,PSPST,719nm,34.15163
ALNRUB,PSPST,720nm,34.606125
ALNRUB,PSPST,721nm,35.116817
ALNRUB,PSPST,722nm,35.880009
ALNRUB,PSPST,723nm,36.780872
ALNRUB,PSPST,724nm,37.872658
ALNRUB,PSPST,725nm,39.096954
ALNRUB,PSPST,726nm,40.409485
ALNRUB,PSPST,727nm,41.883274
ALNRUB,PSPST,728nm,43.452019
ALNRUB,PSPST,729nm,45.086838
ALNRUB,PSPST,730nm,46.868187
ALNRUB,PSPST,731nm,48.715736
ALNRUB,PSPST,732nm,50.606087
ALNRUB,PSPST,733nm,52.52248
ALNRUB,PSPST,734nm,54.433914
ALNRUB,PSPST,735nm,56.34082
ALNRUB,PSPST,736nm,58.185894
ALNRUB,PSPST,737nm,59.982548
ALNRUB,PSPST,738nm,61.718559
ALNRUB,PSPST,739nm,63.26775
ALNRUB,PSPST,740nm,64.718925
ALNRUB,PSPST,741nm,66.034935
ALNRUB,PSPST,742nm,67.212769
ALNRUB,PSPST,743nm,68.337128
ALNRUB,PSPST,744nm,69.402748
ALNRUB,PSPST,745nm,70.315224
ALNRUB,PSPST,746nm,71.157562
ALNRUB,PSPST,747nm,71.924194
ALNRUB,PSPST,748nm,72.470444
ALNRUB,PSPST,749nm,72.888565
ALNRUB,PSPST,750nm,73.13485
ALNRUB,PSPST,751nm,73.034866
ALNRUB,PSPST,752nm,72.642502
ALNRUB,PSPST,753nm,71.612305
ALNRUB,PSPST,754nm,69.979454
ALNRUB,PSPST,755nm,67.922203
ALNRUB,PSPST,756nm,65.216316
ALNRUB,PSPST,757nm,62.393627
ALNRUB,PSPST,758nm,59.575932
ALNRUB,PSPST,759nm,57.130478
ALNRUB,PSPST,760nm,55.12151
ALNRUB,PSPST,761nm,53.506142
ALNRUB,PSPST,762nm,52.756886
ALNRUB,PSPST,763nm,52.702919
ALNRUB,PSPST,764nm,53.181122
ALNRUB,PSPST,765nm,54.515484
ALNRUB,PSPST,766nm,56.570347
ALNRUB,PSPST,767nm,59.084255
ALNRUB,PSPST,768nm,62.114147
ALNRUB,PSPST,769nm,65.08741
ALNRUB,PSPST,770nm,67.957123
ALNRUB,PSPST,771nm,70.575981
ALNRUB,PSPST,772nm,72.662766
ALNRUB,PSPST,773nm,74.418533
ALNRUB,PSPST,774nm,75.769844
ALNRUB,PSPST,775nm,76.665726
ALNRUB,PSPST,776nm,77.323326
ALNRUB,PSPST,777nm,77.72847
ALNRUB,PSPST,778nm,77.993546
ALNRUB,PSPST,779nm,78.177025
ALNRUB,PSPST,780nm,78.277504
ALNRUB,PSPST,Time,2019/08/14_10:04:34
ALNRUB,PSPST,LUX,3381.2771
ALNRUB,PSPST,fc,314.245087
ALNRUB,PSPST,CCT,5357
ALNRUB,PSPST,Duv,0.00667
ALNRUB,PSPST,I-Time,121
ALNRUB,PSPST,x,0.336167
ALNRUB,PSPST,y,0.357628
ALNRUB,PSPST,u',0.203146
ALNRUB,PSPST,v',0.48626
ALNRUB,PSPST,deltax,0.000356
ALNRUB,PSPST,deltay,0.013673
ALNRUB,PSPST,deltau',-0.00492
ALNRUB,PSPST,deltav',0.006757
ALNRUB,PSPST,LambdaP,780
ALNRUB,PSPST,LambdaPV,141.29808
ALNRUB,PSPST,LambdaD,559
ALNRUB,PSPST,Purity,8.157707
ALNRUB,PSPST,IRR,20.803986
ALNRUB,PSPST,CRI,92.598671
ALNRUB,PSPST,R1,90.947144
ALNRUB,PSPST,R2,93.489685
ALNRUB,PSPST,R3,96.119682
ALNRUB,PSPST,R4,91.892014
ALNRUB,PSPST,R5,91.167168
ALNRUB,PSPST,R6,91.420471
ALNRUB,PSPST,R7,96.392418
ALNRUB,PSPST,R8,89.360764
ALNRUB,PSPST,R9,68.125099
ALNRUB,PSPST,R10,84.723625
ALNRUB,PSPST,R11,89.152229
ALNRUB,PSPST,R12,87.058807
ALNRUB,PSPST,R13,90.992126
ALNRUB,PSPST,R14,97.716629
ALNRUB,PSPST,R15,89.260315
ALNRUB,PSPST,PPFD,57.422668
ALNRUB,PSPST,PFD,108.139679
ALNRUB,PSPST,PFD-UV,1.468131
ALNRUB,PSPST,PFD-B,14.783154
ALNRUB,PSPST,PFD-G,21.93965
ALNRUB,PSPST,PFD-R,21.097717
ALNRUB,PSPST,PFD-FR,49.638306
ALNRUB,PSPST,380nm,18.309229
ALNRUB,PSPST,381nm,18.470688
ALNRUB,PSPST,382nm,18.566364
ALNRUB,PSPST,383nm,18.614693
ALNRUB,PSPST,384nm,18.594669
ALNRUB,PSPST,385nm,18.760191
ALNRUB,PSPST,386nm,19.08345
ALNRUB,PSPST,387nm,19.167982
ALNRUB,PSPST,388nm,19.135908
ALNRUB,PSPST,389nm,19.480225
ALNRUB,PSPST,390nm,19.916658
ALNRUB,PSPST,391nm,20.032173
ALNRUB,PSPST,392nm,20.165874
ALNRUB,PSPST,393nm,20.866436
ALNRUB,PSPST,394nm,21.629023
ALNRUB,PSPST,395nm,22.64184
ALNRUB,PSPST,396nm,23.621702
ALNRUB,PSPST,397nm,24.534931
ALNRUB,PSPST,398nm,25.685085
ALNRUB,PSPST,399nm,27.109671
ALNRUB,PSPST,400nm,28.310152
ALNRUB,PSPST,401nm,29.358759
ALNRUB,PSPST,402nm,30.537382
ALNRUB,PSPST,403nm,31.76432
ALNRUB,PSPST,404nm,32.323093
ALNRUB,PSPST,405nm,32.775284
ALNRUB,PSPST,406nm,32.918385
ALNRUB,PSPST,407nm,33.052341
ALNRUB,PSPST,408nm,33.133202
ALNRUB,PSPST,409nm,33.254272
ALNRUB,PSPST,410nm,33.487011
ALNRUB,PSPST,411nm,33.754246
ALNRUB,PSPST,412nm,34.073296
ALNRUB,PSPST,413nm,34.308701
ALNRUB,PSPST,414nm,34.471409
ALNRUB,PSPST,415nm,34.663837
ALNRUB,PSPST,416nm,34.870842
ALNRUB,PSPST,417nm,34.896179
ALNRUB,PSPST,418nm,34.878124
ALNRUB,PSPST,419nm,34.810307
ALNRUB,PSPST,420nm,34.740654
ALNRUB,PSPST,421nm,34.683498
ALNRUB,PSPST,422nm,34.591709
ALNRUB,PSPST,423nm,34.376732
ALNRUB,PSPST,424nm,34.062149
ALNRUB,PSPST,425nm,33.56892
ALNRUB,PSPST,426nm,33.167755
ALNRUB,PSPST,427nm,32.859707
ALNRUB,PSPST,428nm,32.745743
ALNRUB,PSPST,429nm,32.742409
ALNRUB,PSPST,430nm,32.858929
ALNRUB,PSPST,431nm,33.009766
ALNRUB,PSPST,432nm,33.309277
ALNRUB,PSPST,433nm,33.625008
ALNRUB,PSPST,434nm,33.987869
ALNRUB,PSPST,435nm,34.461796
ALNRUB,PSPST,436nm,35.372265
ALNRUB,PSPST,437nm,36.149651
ALNRUB,PSPST,438nm,36.675556
ALNRUB,PSPST,439nm,37.198292
ALNRUB,PSPST,440nm,37.717731
ALNRUB,PSPST,441nm,38.112122
ALNRUB,PSPST,442nm,38.434601
ALNRUB,PSPST,443nm,38.964642
ALNRUB,PSPST,444nm,39.553059
ALNRUB,PSPST,445nm,40.223431
ALNRUB,PSPST,446nm,40.874588
ALNRUB,PSPST,447nm,41.205154
ALNRUB,PSPST,448nm,41.505421
ALNRUB,PSPST,449nm,41.699654
ALNRUB,PSPST,450nm,41.950397
ALNRUB,PSPST,451nm,42.296841
ALNRUB,PSPST,452nm,42.57719
ALNRUB,PSPST,453nm,42.796768
ALNRUB,PSPST,454nm,42.891563
ALNRUB,PSPST,455nm,42.925411
ALNRUB,PSPST,456nm,42.937881
ALNRUB,PSPST,457nm,42.945778
ALNRUB,PSPST,458nm,43.049328
ALNRUB,PSPST,459nm,43.141598
ALNRUB,PSPST,460nm,43.14257
ALNRUB,PSPST,461nm,43.114555
ALNRUB,PSPST,462nm,43.013561
ALNRUB,PSPST,463nm,42.907238
ALNRUB,PSPST,464nm,42.794128
ALNRUB,PSPST,465nm,42.67215
ALNRUB,PSPST,466nm,42.544178
ALNRUB,PSPST,467nm,42.440643
ALNRUB,PSPST,468nm,42.345074
ALNRUB,PSPST,469nm,42.324787
ALNRUB,PSPST,470nm,42.311222
ALNRUB,PSPST,471nm,42.29184
ALNRUB,PSPST,472nm,42.30801
ALNRUB,PSPST,473nm,42.440975
ALNRUB,PSPST,474nm,42.574768
ALNRUB,PSPST,475nm,42.709835
ALNRUB,PSPST,476nm,42.812012
ALNRUB,PSPST,477nm,42.88818
ALNRUB,PSPST,478nm,42.855797
ALNRUB,PSPST,479nm,42.781719
ALNRUB,PSPST,480nm,42.482346
ALNRUB,PSPST,481nm,42.156734
ALNRUB,PSPST,482nm,41.870037
ALNRUB,PSPST,483nm,41.601471
ALNRUB,PSPST,484nm,41.396473
ALNRUB,PSPST,485nm,41.207382
ALNRUB,PSPST,486nm,41.043102
ALNRUB,PSPST,487nm,40.898609
ALNRUB,PSPST,488nm,40.769615
ALNRUB,PSPST,489nm,40.747086
ALNRUB,PSPST,490nm,40.763527
ALNRUB,PSPST,491nm,41.030827
ALNRUB,PSPST,492nm,41.31897
ALNRUB,PSPST,493nm,41.540668
ALNRUB,PSPST,494nm,41.703266
ALNRUB,PSPST,495nm,41.69157
ALNRUB,PSPST,496nm,41.663864
ALNRUB,PSPST,497nm,41.614891
ALNRUB,PSPST,498nm,41.58392
ALNRUB,PSPST,499nm,41.564594
ALNRUB,PSPST,500nm,41.732704
ALNRUB,PSPST,501nm,41.951859
ALNRUB,PSPST,502nm,41.984612
ALNRUB,PSPST,503nm,42.023998
ALNRUB,PSPST,504nm,42.1395
ALNRUB,PSPST,505nm,42.282059
ALNRUB,PSPST,506nm,42.479446
ALNRUB,PSPST,507nm,42.67601
ALNRUB,PSPST,508nm,42.871799
ALNRUB,PSPST,509nm,42.98806
ALNRUB,PSPST,510nm,43.070271
ALNRUB,PSPST,511nm,43.0387
ALNRUB,PSPST,512nm,42.997677
ALNRUB,PSPST,513nm,43.01804
ALNRUB,PSPST,514nm,43.065296
ALNRUB,PSPST,515nm,43.18708
ALNRUB,PSPST,516nm,43.360172
ALNRUB,PSPST,517nm,43.594376
ALNRUB,PSPST,518nm,43.892849
ALNRUB,PSPST,519nm,44.226093
ALNRUB,PSPST,520nm,44.605083
ALNRUB,PSPST,521nm,44.999943
ALNRUB,PSPST,522nm,45.578266
ALNRUB,PSPST,523nm,46.153873
ALNRUB,PSPST,524nm,46.720692
ALNRUB,PSPST,525nm,47.259743
ALNRUB,PSPST,526nm,47.762569
ALNRUB,PSPST,527nm,48.155064
ALNRUB,PSPST,528nm,48.483818
ALNRUB,PSPST,529nm,48.809765
ALNRUB,PSPST,530nm,49.137379
ALNRUB,PSPST,531nm,49.52103
ALNRUB,PSPST,532nm,49.875755
ALNRUB,PSPST,533nm,50.140202
ALNRUB,PSPST,534nm,50.331245
ALNRUB,PSPST,535nm,50.432091
ALNRUB,PSPST,536nm,50.503956
ALNRUB,PSPST,537nm,50.560631
ALNRUB,PSPST,538nm,50.675484
ALNRUB,PSPST,539nm,50.794487
ALNRUB,PSPST,540nm,50.853672
ALNRUB,PSPST,541nm,50.915947
ALNRUB,PSPST,542nm,50.98584
ALNRUB,PSPST,543nm,51.05875
ALNRUB,PSPST,544nm,51.134644
ALNRUB,PSPST,545nm,51.282352
ALNRUB,PSPST,546nm,51.45837
ALNRUB,PSPST,547nm,51.572834
ALNRUB,PSPST,548nm,51.681126
ALNRUB,PSPST,549nm,51.779263
ALNRUB,PSPST,550nm,51.843861
ALNRUB,PSPST,551nm,51.852116
ALNRUB,PSPST,552nm,51.820328
ALNRUB,PSPST,553nm,51.761261
ALNRUB,PSPST,554nm,51.665222
ALNRUB,PSPST,555nm,51.561565
ALNRUB,PSPST,556nm,51.470638
ALNRUB,PSPST,557nm,51.347561
ALNRUB,PSPST,558nm,51.137848
ALNRUB,PSPST,559nm,50.930927
ALNRUB,PSPST,560nm,50.72681
ALNRUB,PSPST,561nm,50.508747
ALNRUB,PSPST,562nm,50.285503
ALNRUB,PSPST,563nm,50.042961
ALNRUB,PSPST,564nm,49.796753
ALNRUB,PSPST,565nm,49.538647
ALNRUB,PSPST,566nm,49.267853
ALNRUB,PSPST,567nm,48.980217
ALNRUB,PSPST,568nm,48.720383
ALNRUB,PSPST,569nm,48.474426
ALNRUB,PSPST,570nm,48.20834
ALNRUB,PSPST,571nm,47.95303
ALNRUB,PSPST,572nm,47.772846
ALNRUB,PSPST,573nm,47.587555
ALNRUB,PSPST,574nm,47.394234
ALNRUB,PSPST,575nm,47.269684
ALNRUB,PSPST,576nm,47.185089
ALNRUB,PSPST,577nm,47.119003
ALNRUB,PSPST,578nm,47.049591
ALNRUB,PSPST,579nm,46.939224
ALNRUB,PSPST,580nm,46.809395
ALNRUB,PSPST,581nm,46.647141
ALNRUB,PSPST,582nm,46.45443
ALNRUB,PSPST,583nm,46.243534
ALNRUB,PSPST,584nm,45.932072
ALNRUB,PSPST,585nm,45.604797
ALNRUB,PSPST,586nm,45.264656
ALNRUB,PSPST,587nm,44.911697
ALNRUB,PSPST,588nm,44.538723
ALNRUB,PSPST,589nm,44.212456
ALNRUB,PSPST,590nm,43.911499
ALNRUB,PSPST,591nm,43.707302
ALNRUB,PSPST,592nm,43.53825
ALNRUB,PSPST,593nm,43.492573
ALNRUB,PSPST,594nm,43.506481
ALNRUB,PSPST,595nm,43.597878
ALNRUB,PSPST,596nm,43.725239
ALNRUB,PSPST,597nm,43.867985
ALNRUB,PSPST,598nm,43.951271
ALNRUB,PSPST,599nm,44.041615
ALNRUB,PSPST,600nm,44.160877
ALNRUB,PSPST,601nm,44.214886
ALNRUB,PSPST,602nm,44.205914
ALNRUB,PSPST,603nm,44.200237
ALNRUB,PSPST,604nm,44.193001
ALNRUB,PSPST,605nm,44.144905
ALNRUB,PSPST,606nm,44.068584
ALNRUB,PSPST,607nm,43.936035
ALNRUB,PSPST,608nm,43.766861
ALNRUB,PSPST,609nm,43.574581
ALNRUB,PSPST,610nm,43.341656
ALNRUB,PSPST,611nm,43.100765
ALNRUB,PSPST,612nm,42.845207
ALNRUB,PSPST,613nm,42.641266
ALNRUB,PSPST,614nm,42.497517
ALNRUB,PSPST,615nm,42.322113
ALNRUB,PSPST,616nm,42.137436
ALNRUB,PSPST,617nm,41.988392
ALNRUB,PSPST,618nm,41.822632
ALNRUB,PSPST,619nm,41.62257
ALNRUB,PSPST,620nm,41.47855
ALNRUB,PSPST,621nm,41.368847
ALNRUB,PSPST,622nm,41.191921
ALNRUB,PSPST,623nm,41.006985
ALNRUB,PSPST,624nm,40.815525
ALNRUB,PSPST,625nm,40.623383
ALNRUB,PSPST,626nm,40.43058
ALNRUB,PSPST,627nm,40.299126
ALNRUB,PSPST,628nm,40.187973
ALNRUB,PSPST,629nm,40.123631
ALNRUB,PSPST,630nm,40.074005
ALNRUB,PSPST,631nm,40.044903
ALNRUB,PSPST,632nm,40.080124
ALNRUB,PSPST,633nm,40.136566
ALNRUB,PSPST,634nm,40.097034
ALNRUB,PSPST,635nm,40.058815
ALNRUB,PSPST,636nm,40.023094
ALNRUB,PSPST,637nm,39.943005
ALNRUB,PSPST,638nm,39.839695
ALNRUB,PSPST,639nm,39.696362
ALNRUB,PSPST,640nm,39.50732
ALNRUB,PSPST,641nm,39.208252
ALNRUB,PSPST,642nm,38.911846
ALNRUB,PSPST,643nm,38.617157
ALNRUB,PSPST,644nm,38.27071
ALNRUB,PSPST,645nm,37.931503
ALNRUB,PSPST,646nm,37.625824
ALNRUB,PSPST,647nm,37.314777
ALNRUB,PSPST,648nm,36.999794
ALNRUB,PSPST,649nm,36.640945
ALNRUB,PSPST,650nm,36.283199
ALNRUB,PSPST,651nm,35.944401
ALNRUB,PSPST,652nm,35.691708
ALNRUB,PSPST,653nm,35.505325
ALNRUB,PSPST,654nm,35.404144
ALNRUB,PSPST,655nm,35.327816
ALNRUB,PSPST,656nm,35.301224
ALNRUB,PSPST,657nm,35.247883
ALNRUB,PSPST,658nm,35.174591
ALNRUB,PSPST,659nm,35.186237
ALNRUB,PSPST,660nm,35.218624
ALNRUB,PSPST,661nm,35.287868
ALNRUB,PSPST,662nm,35.362995
ALNRUB,PSPST,663nm,35.442051
ALNRUB,PSPST,664nm,35.400208
ALNRUB,PSPST,665nm,35.334091
ALNRUB,PSPST,666nm,35.226387
ALNRUB,PSPST,667nm,35.125065
ALNRUB,PSPST,668nm,35.027233
ALNRUB,PSPST,669nm,34.901752
ALNRUB,PSPST,670nm,34.778439
ALNRUB,PSPST,671nm,34.659042
ALNRUB,PSPST,672nm,34.571606
ALNRUB,PSPST,673nm,34.49752
ALNRUB,PSPST,674nm,34.429806
ALNRUB,PSPST,675nm,34.348778
ALNRUB,PSPST,676nm,34.250511
ALNRUB,PSPST,677nm,34.184597
ALNRUB,PSPST,678nm,34.124374
ALNRUB,PSPST,679nm,34.052357
ALNRUB,PSPST,680nm,33.922417
ALNRUB,PSPST,681nm,33.742424
ALNRUB,PSPST,682nm,33.519123
ALNRUB,PSPST,683nm,33.299736
ALNRUB,PSPST,684nm,33.101543
ALNRUB,PSPST,685nm,33.039097
ALNRUB,PSPST,686nm,33.055157
ALNRUB,PSPST,687nm,33.280846
ALNRUB,PSPST,688nm,33.578011
ALNRUB,PSPST,689nm,33.975182
ALNRUB,PSPST,690nm,34.595955
ALNRUB,PSPST,691nm,35.347107
ALNRUB,PSPST,692nm,36.425426
ALNRUB,PSPST,693nm,37.640945
ALNRUB,PSPST,694nm,38.958683
ALNRUB,PSPST,695nm,40.318813
ALNRUB,PSPST,696nm,41.703548
ALNRUB,PSPST,697nm,43.129917
ALNRUB,PSPST,698nm,44.671303
ALNRUB,PSPST,699nm,46.268581
ALNRUB,PSPST,700nm,47.967678
ALNRUB,PSPST,701nm,49.663918
ALNRUB,PSPST,702nm,51.3578
ALNRUB,PSPST,703nm,53.150673
ALNRUB,PSPST,704nm,54.960548
ALNRUB,PSPST,705nm,56.791889
ALNRUB,PSPST,706nm,58.648293
ALNRUB,PSPST,707nm,60.474064
ALNRUB,PSPST,708nm,62.113708
ALNRUB,PSPST,709nm,63.607262
ALNRUB,PSPST,710nm,64.996407
ALNRUB,PSPST,711nm,65.846786
ALNRUB,PSPST,712nm,66.49015
ALNRUB,PSPST,713nm,66.843025
ALNRUB,PSPST,714nm,67.029701
ALNRUB,PSPST,715nm,67.224174
ALNRUB,PSPST,716nm,67.537117
ALNRUB,PSPST,717nm,67.913109
ALNRUB,PSPST,718nm,68.321945
ALNRUB,PSPST,719nm,68.757866
ALNRUB,PSPST,720nm,69.322968
ALNRUB,PSPST,721nm,69.999191
ALNRUB,PSPST,722nm,71.110939
ALNRUB,PSPST,723nm,72.498833
ALNRUB,PSPST,724nm,74.272926
ALNRUB,PSPST,725nm,76.39785
ALNRUB,PSPST,726nm,78.673904
ALNRUB,PSPST,727nm,81.167183
ALNRUB,PSPST,728nm,83.810799
ALNRUB,PSPST,729nm,86.567482
ALNRUB,PSPST,730nm,89.597473
ALNRUB,PSPST,731nm,92.753639
ALNRUB,PSPST,732nm,95.991356
ALNRUB,PSPST,733nm,99.277802
ALNRUB,PSPST,734nm,102.601212
ALNRUB,PSPST,735nm,105.958466
ALNRUB,PSPST,736nm,109.043633
ALNRUB,PSPST,737nm,112.082336
ALNRUB,PSPST,738nm,115.068993
ALNRUB,PSPST,739nm,117.6194
ALNRUB,PSPST,740nm,120.020058
ALNRUB,PSPST,741nm,122.244202
ALNRUB,PSPST,742nm,124.248398
ALNRUB,PSPST,743nm,126.114746
ALNRUB,PSPST,744nm,127.764122
ALNRUB,PSPST,745nm,129.254669
ALNRUB,PSPST,746nm,130.630722
ALNRUB,PSPST,747nm,131.800949
ALNRUB,PSPST,748nm,132.712326
ALNRUB,PSPST,749nm,133.412506
ALNRUB,PSPST,750nm,133.676834
ALNRUB,PSPST,751nm,133.298203
ALNRUB,PSPST,752nm,132.398834
ALNRUB,PSPST,753nm,130.418442
ALNRUB,PSPST,754nm,127.391525
ALNRUB,PSPST,755nm,123.603668
ALNRUB,PSPST,756nm,118.562149
ALNRUB,PSPST,757nm,113.418274
ALNRUB,PSPST,758nm,108.327484
ALNRUB,PSPST,759nm,103.834251
ALNRUB,PSPST,760nm,100.165215
ALNRUB,PSPST,761nm,97.22921
ALNRUB,PSPST,762nm,95.874275
ALNRUB,PSPST,763nm,95.77684
ALNRUB,PSPST,764nm,96.638306
ALNRUB,PSPST,765nm,99.031319
ALNRUB,PSPST,766nm,102.748062
ALNRUB,PSPST,767nm,107.284088
ALNRUB,PSPST,768nm,112.674316
ALNRUB,PSPST,769nm,117.960564
ALNRUB,PSPST,770nm,123.045372
ALNRUB,PSPST,771nm,127.634941
ALNRUB,PSPST,772nm,131.446472
ALNRUB,PSPST,773nm,134.63826
ALNRUB,PSPST,774nm,136.922302
ALNRUB,PSPST,775nm,138.482925
ALNRUB,PSPST,776nm,139.681885
ALNRUB,PSPST,777nm,140.508865
ALNRUB,PSPST,778nm,140.86969
ALNRUB,PSPST,779nm,141.121277
ALNRUB,PSPST,780nm,141.29808
AMBIENT,PSPST,Time,2019/08/14_10:05:01
